,PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
557,Robert Franks,1610612766,1629606,2019,1996-12-18,USA,6-7,225,2019,,,N
558,Ahmed Hill,1610612766,1629759,2019,1995-03-21,USA,,,2019,,,N
559,Jaron Blossomgame,1610612745,1628417,2019,1993-09-16,USA,6-8,220,2017,2,59,N
560,Jarrod Uthoff,1610612763,1627784,2019,1993-05-19,USA,6-9,220,Undrafted,Undrafted,Undrafted,N
561,Abdul Gaddy,1610612760,203583,2019,1992-01-26,USA,,,2013,0,0,N
562,Luguentz Dort,1610612760,1629652,2019,1999-04-19,Canada,6-4,220,Undrafted,Undrafted,Undrafted,N
563,DeVaughn Akoon-Purcell,1610612760,1629152,2019,1993-06-05,Trinidad and Tobago,6-6,200,2016,,,N
564,Myke Henry,1610612760,1627988,2019,1992-12-23,USA,6-6,210,2016,,,N
565,Eric Moreland,1610612760,203961,2019,1991-12-24,USA,6-10,238,Undrafted,Undrafted,Undrafted,N
566,Andre Roberson,1610612760,203460,2019,1991-12-04,USA,6-7,210,2013,1,26,N
567,Kyle Collinsworth,1610612762,1627858,2019,1991-10-03,USA,6-6,210,2016,,,N
568,William Howard,1610612762,1629739,2019,1993-10-25,France,6-8,207,Undrafted,Undrafted,Undrafted,N
569,Reggie Hearn,1610612747,203687,2019,1991-08-14,USA,6-5,210,2013,0,0,N
570,Amida Brimah,1610612754,1628578,2019,1994-02-11,USA,6-10,230,Undrafted,Undrafted,Undrafted,N
571,Walt Lemon Jr.,1610612754,1627215,2019,1992-07-26,USA,6-3,180,2014,,,N
572,Victor Oladipo,1610612754,203506,2019,1992-05-04,USA,6-3,213,2013,1,2,N
573,C.J. Wilcox,1610612754,203912,2019,1990-12-30,USA,6-5,195,2014,1,28,N
575,Kaiser Gates,1610612738,1629232,2019,1996-11-08,USA,,,2018,,,N
576,Yante Maten,1610612738,1628999,2019,1996-08-14,USA,6-8,240,2018,,,N
577,Jarell Martin,1610612739,1626185,2019,1994-05-24,USA,6-10,239,2015,1,25,N
578,Marques Bolden,1610612739,1629716,2019,1998-04-17,USA,6-10,249,2019,,,N
579,Sindarius Thornwell,1610612739,1628414,2019,1994-11-15,USA,6-4,215,2017,2,48,N
581,Daniel Hamilton,1610612739,1627772,2019,1995-08-08,USA,6-7,195,2016,2,56,N
582,J.P. Macura,1610612739,1629122,2019,1995-06-05,USA,6-4,203,2018,,,N
583,Dylan Windler,1610612739,1629685,2019,1996-09-22,USA,6-7,196,2019,1,26,N
584,Jeremiah Martin,1610612748,1629725,2019,1996-06-19,USA,6-2,185,Undrafted,Undrafted,Undrafted,N
585,Mychal Mulder,1610612748,1628539,2019,1994-06-12,Canada,6-3,195,Undrafted,Undrafted,Undrafted,N
586,Dusty Hannahs,1610612763,1628605,2019,1993-09-02,USA,6-3,210,2017,,,N
587,Dakota Mathias,1610612742,1629751,2019,1995-07-11,USA,6-4,200,2018,,,N
588,Aric Holman,1610612742,1629689,2019,1997-07-11,USA,,,2019,,,N
589,Tyler Lydon,1610612758,1628399,2019,1996-04-09,USA,6-10,225,2017,1,24,N
590,Hollis Thompson,1610612758,203138,2019,1991-04-03,USA,6-8,206,Undrafted,Undrafted,Undrafted,N
591,Tyler Ulis,1610612758,1627755,2019,1996-01-05,USA,5-10,160,2016,2,34,N
593,Jalen Lecque,1610612756,1629665,2019,2000-06-13,USA,6-4,185,Undrafted,Undrafted,Undrafted,N
594,Norense Odiase,1610612756,1629826,2019,1995-09-14,USA,,,2019,,,N
595,David Kramer,1610612756,1629749,2019,1997-01-14,Slovakia,,,2019,,,N
596,Tariq Owens,1610612756,1629745,2019,1995-06-30,USA,6-10,205,Undrafted,Undrafted,Undrafted,N
597,David Stockton,1610612747,204065,2019,1991-06-24,USA,5-11,165,2014,0,0,N
598,Dedric Lawson,1610612759,1629664,2019,1997-10-01,USA,,,2019,,,N
599,Perrion Callandret,1610612741,1629825,2019,1995-04-08,USA,,,2019,,,N
600,Sagaba Konate,1610612761,1628996,2019,1997-03-19,Mali,,,2019,,,N
601,Jaylen Adams,1610612749,1629121,2019,1996-05-04,USA,6-0,225,Undrafted,Undrafted,Undrafted,N
602,Luke Maye,1610612749,1629612,2019,1997-03-07,USA,,,2019,,,N
603,Justin Anderson,1610612764,1626147,2019,1993-11-19,USA,6-5,231,2015,1,21,N
604,Phil Booth,1610612764,1629595,2019,1995-12-31,USA,,,2019,,,N
605,Jemerrio Jones,1610612764,1629203,2019,1995-04-09,USA,6-5,175,2018,,,N
606,John Wall,1610612764,202322,2019,1990-09-06,USA,6-3,210,2010,1,1,N
607,Deng Adel,1610612751,1629061,2019,1997-02-01,South Sudan,6-7,200,2018,,,N
608,John Egbunu,1610612751,1629786,2019,1994-10-31,Nigeria,,,2018,,,N
609,Josh Perkins,1610612766,1629616,2019,1995-08-25,USA,,,2019,,,N
610,Joe Chealey,1610612766,1629147,2019,1995-11-01,USA,6-4,190,2018,,,N
611,Amir Hinton,1610612752,1629609,2019,1997-02-14,USA,,,2019,,,N
612,Trevon Bluiett,1610612762,1629129,2019,1994-11-04,USA,6-6,198,2018,,,N
613,Yudai Baba,1610612742,1629819,2019,1995-11-07,Japan,,,2017,,,N
614,Isaiah Pineiro,1610612758,1629753,2019,1995-02-02,USA,,,2019,,,N
615,Eric Mika,1610612758,1628450,2019,1995-01-05,USA,6-10,233,2017,,,N
616,Jordan Murphy,1610612750,1629818,2019,1997-02-28,USA,,,2019,,,N
617,Lindell Wigginton,1610612750,1629623,2019,1998-03-28,Canada,6-1,189,2019,,,N
618,James Palmer Jr.,1610612746,1629615,2019,1996-07-31,USA,,,2019,,,N
619,Terry Larrier,1610612746,1629097,2019,1995-08-15,USA,,,2018,,,N
620,Thomas Welsh,1610612766,1629118,2019,1996-02-03,USA,7-0,255,2018,2,58,N
621,Anthony Bennett,1610612745,203461,2019,1993-03-14,Canada,6-8,235,2013,1,1,N
623,Devyn Marble,1610612744,203906,2019,1992-09-21,USA,6-6,200,2014,2,56,N
624,Hassani Gravett,1610612753,1629755,2019,1996-07-16,USA,6-2,187,2019,,,N
625,JaKeenan Gant,1610612754,1629721,2019,1996-05-06,USA,,,2019,,,N
635,Jeremy Lin,1610612761,202391,2018,1988-08-23,USA,6-3,200,Undrafted,Undrafted,Undrafted,N
637,Jodie Meeks,1610612761,201975,2018,1987-08-21,USA,6-4,210,2009,2,41,N
644,Andrew Bogut,1610612744,101106,2018,1984-11-28,Australia,7-0,260,2005,1,1,N
648,Shaun Livingston,1610612744,2733,2018,1985-09-11,USA,6-7,192,2004,1,4,N
649,Jonas Jerebko,1610612744,201973,2018,1987-03-02,Sweden,6-10,231,2009,2,39,N
666,Nikola Mirotic,1610612749,202703,2018,1991-02-11,Montenegro,6-10,250,2011,1,23,N
701,Greg Monroe,1610612755,202328,2018,1990-06-04,USA,6-10,250,2010,1,7,N
704,Amir Johnson,1610612755,101161,2018,1987-05-01,USA,6-9,240,2005,2,56,N
707,Jonathon Simmons,1610612755,203613,2018,1989-09-14,USA,6-6,195,2012,0,0,N
718,Kenneth Faried,1610612745,202702,2018,1989-11-19,USA,6-8,220,2011,1,22,N
731,Guerschon Yabusele,1610612738,1627824,2018,1995-12-17,France,6-8,260,2016,1,16,N
748,Dante Cunningham,1610612759,201967,2018,1987-04-22,USA,6-8,230,2009,2,33,N
749,Donatas Motiejunas,1610612759,202700,2018,1990-09-20,Lithuania,7-0,220,2011,1,20,N
750,Quincy Pondexter,1610612759,202347,2018,1988-03-10,USA,6-7,230,2010,1,26,N
777,Ekpe Udoh,1610612762,202327,2018,1987-05-20,USA,6-10,245,2010,1,6,N
789,Jerian Grant,1610612753,1626170,2018,1992-10-09,USA,6-4,198,2015,1,19,N
811,Raymond Felton,1610612760,101109,2018,1984-06-26,USA,6-1,205,2005,1,5,N
825,Jose Calderon,1610612765,101181,2018,1981-09-28,Spain,6-3,200,Undrafted,Undrafted,Undrafted,N
827,Zaza Pachulia,1610612765,2585,2018,1984-02-10,Georgia,6-11,270,2003,2,42,N
828,Jonathan Gibson,1610612738,1626780,2018,1987-11-08,USA,6-2,185,Undrafted,Undrafted,Undrafted,N
833,Darren Collison,1610612754,201954,2018,1987-08-23,USA,6-0,160,2009,1,21,N
834,Tyreke Evans,1610612754,201936,2018,1989-09-19,USA,6-6,220,2009,1,4,N
843,Jon Leuer,1610612765,202720,2018,1989-05-14,USA,6-10,228,2011,2,40,N
856,Deyonta Davis,1610612737,1627738,2018,1996-12-02,USA,6-11,237,2016,2,31,N
862,Dwyane Wade,1610612748,2548,2018,1982-01-17,USA,6-4,220,2003,1,5,Y
872,Alan Williams,1610612751,1626210,2018,1993-01-28,USA,6-8,265,Undrafted,Undrafted,Undrafted,N
886,Shelvin Mack,1610612766,202714,2018,1990-04-22,USA,6-3,203,2011,2,34,N
887,Tony Parker,1610612766,2225,2018,1982-05-17,France,6-2,185,2001,1,28,N
895,John Jenkins,1610612752,203098,2018,1991-03-06,USA,6-4,215,2012,1,23,N
896,Isaiah Hicks,1610612752,1628439,2018,1994-07-24,USA,6-9,230,Undrafted,Undrafted,Undrafted,N
897,Billy Garrett,1610612752,1628656,2018,1994-10-16,USA,6-6,215,Undrafted,Undrafted,Undrafted,N
901,Wayne Selden,1610612741,1627782,2018,1994-09-30,USA,6-4,232,2016,,,N
906,Brandon Sampson,1610612741,1629102,2018,1997-05-01,USA,6-5,184,2018,,,N
909,Antonio Blakeney,1610612741,1628469,2018,1996-10-04,USA,6-4,192,Undrafted,Undrafted,Undrafted,N
910,Rawle Alkins,1610612741,1628959,2018,1997-10-29,USA,6-5,225,Undrafted,Undrafted,Undrafted,N
919,Tyler Dorsey,1610612763,1628416,2018,1996-02-18,USA,6-4,180,2017,2,41,N
924,Julian Washburn,1610612763,1627395,2018,1991-12-18,USA,6-8,209,2015,,,N
926,Joakim Noah,1610612763,201149,2018,1985-02-25,USA,6-11,232,2007,1,9,N
928,Jawun Evans,1610612760,1628393,2018,1996-07-26,USA,6-0,190,2017,2,39,N
929,Bonzie Colson,1610612749,1629045,2018,1996-01-12,USA,6-6,225,Undrafted,Undrafted,Undrafted,N
931,Dirk Nowitzki,1610612742,1717,2018,1978-06-19,Germany,7-0,245,1998,1,9,Y
933,Devin Harris,1610612742,2734,2018,1983-02-27,USA,6-3,185,2004,1,5,N
935,Salah Mejri,1610612742,1626257,2018,1986-06-15,Tunisia,7-2,235,Undrafted,Undrafted,Undrafted,N
952,Jared Terrell,1610612750,1629123,2018,1995-02-10,USA,6-3,227,Undrafted,Undrafted,Undrafted,N
954,Mitchell Creek,1610612750,1628249,2018,1992-04-27,Australia,6-6,225,Undrafted,Undrafted,Undrafted,N
958,Tyler Cavanaugh,1610612762,1628463,2018,1994-02-09,USA,6-9,238,Undrafted,Undrafted,Undrafted,N
967,Corey Brewer,1610612758,201147,2018,1986-03-05,USA,6-9,188,2007,1,7,N
969,Troy Williams,1610612758,1627786,2018,1994-12-30,USA,6-7,218,Undrafted,Undrafted,Undrafted,N
973,Jordan Loyd,1610612761,1628070,2018,1993-07-27,USA,6-4,210,Undrafted,Undrafted,Undrafted,N
974,Jerryd Bayless,1610612750,201573,2018,1988-08-20,USA,6-3,200,2008,1,11,N
981,Johnathan Williams,1610612747,1629140,2018,1995-05-22,USA,6-9,228,Undrafted,Undrafted,Undrafted,N
991,Ian Clark,1610612740,203546,2018,1991-03-07,USA,6-3,175,Undrafted,Undrafted,Undrafted,N
995,Dairis Bertans,1610612740,1629541,2018,1989-09-09,Latvia,6-4,200,Undrafted,Undrafted,Undrafted,N
1007,Jamal Crawford,1610612756,2037,2018,1980-03-20,USA,6-5,200,2000,1,8,N
1009,Jimmer Fredette,1610612756,202690,2018,1989-02-25,USA,6-2,195,2011,1,10,N
1015,RJ Hunter,1610612738,1626154,2018,1993-10-24,USA,6-5,185,2015,1,28,N
1023,Chasson Randle,1610612764,1626184,2018,1993-02-05,USA,6-2,185,2015,,,N
1024,Sam Dekker,1610612764,1626155,2018,1994-05-06,USA,6-8,219,2015,1,18,N
1039,Nik Stauskas,1610612739,203917,2018,1993-10-07,Canada,6-6,207,2014,1,8,N
1040,Channing Frye,1610612739,101112,2018,1983-05-17,USA,7-0,255,2005,1,8,N
1043,Lance Stephenson,1610612747,202362,2018,1990-09-05,USA,6-5,210,2010,2,40,N
1048,Angel Delgado,1610612746,1629116,2018,1994-11-20,Dominican Republic,6-10,245,2018,,,N
1051,Kosta Koufos,1610612758,201585,2018,1989-02-24,USA,7-0,245,2008,1,23,N
1054,Wesley Johnson,1610612764,202325,2018,1987-07-11,USA,6-7,215,2010,1,4,N
1060,Cody Demps,1610612758,1628610,2018,1993-12-02,USA,,,2016,,,N
1067,Scott Machado,1610612747,203159,2018,1990-06-08,USA,6-1,205,Undrafted,Undrafted,Undrafted,N
1080,Andre Ingram,1610612747,201281,2018,1985-11-19,USA,6-3,190,Undrafted,Undrafted,Undrafted,N
1082,Jason Smith,1610612740,201160,2018,1986-03-02,USA,7-0,240,2007,1,20,N
1095,Vincent Edwards,1610612745,1629053,2018,1996-04-05,USA,6-8,225,2018,2,52,N
1096,Terrence Jones,1610612745,203093,2018,1992-01-09,USA,6-9,252,2012,1,18,N
1101,Isaiah Briscoe,1610612753,1628515,2018,1996-04-13,USA,6-3,215,Undrafted,Undrafted,Undrafted,N
1102,Alex Poythress,1610612737,1627816,2018,1993-09-06,USA,6-9,235,Undrafted,Undrafted,Undrafted,N
1105,Trevon Duval,1610612749,1628979,2018,1998-08-03,USA,6-2,189,Undrafted,Undrafted,Undrafted,N
1106,Isaiah Canaan,1610612749,203477,2018,1991-05-21,USA,6-0,200,2013,2,34,N
1111,Luol Deng,1610612750,2736,2018,1985-04-16,United Kingdom,6-9,237,2004,1,7,N
1113,Emanuel Terry,1610612748,1629150,2018,1996-08-21,USA,6-9,220,Undrafted,Undrafted,Undrafted,N
1115,Scotty Hopson,1610612760,203816,2018,1989-08-08,USA,6-7,204,2011,0,0,N
1116,Richard Solomon,1610612760,204076,2018,1992-06-18,USA,,,Undrafted,Undrafted,Undrafted,N
1140,Marcin Gortat,1610612746,101162,2018,1984-02-17,Poland,6-11,240,2005,2,57,N
1144,Wade Baldwin IV,1610612739,1627735,2018,1996-03-29,USA,6-4,200,2016,1,17,N
1146,Michael Beasley,1610612747,201563,2018,1989-01-09,USA,6-9,235,2008,1,2,N
1159,Alex Abrines,1610612760,203518,2018,1993-08-01,Spain,6-6,200,2013,2,32,N
1182,Gary Payton II,1610612764,1627780,2018,1992-12-01,USA,6-2,195,Undrafted,Undrafted,Undrafted,N
1185,Kalin Lucas,1610612765,203564,2018,1989-05-24,USA,6-1,195,Undrafted,Undrafted,Undrafted,N
1189,Quincy Acy,1610612756,203112,2018,1990-10-06,USA,6-7,240,2012,2,37,N
1190,Omri Casspi,1610612763,201956,2018,1988-06-22,Israel,6-9,225,2009,1,23,N
1193,Malachi Richardson,1610612761,1627781,2018,1996-01-05,USA,6-6,205,2016,1,22,N
1195,James Nunnally,1610612745,203263,2018,1990-07-14,USA,6-7,205,Undrafted,Undrafted,Undrafted,N
1201,Ron Baker,1610612764,1627758,2018,1993-03-30,USA,6-4,220,Undrafted,Undrafted,Undrafted,N
1202,Lorenzo Brown,1610612761,203485,2018,1990-08-26,USA,6-5,189,2013,2,52,N
1210,MarShon Brooks,1610612763,202705,2018,1989-01-26,USA,6-5,200,2011,1,25,N
1212,Milos Teodosic,1610612746,1628462,2018,1987-03-19,Serbia,6-5,196,Undrafted,Undrafted,Undrafted,N
1217,Nick Young,1610612743,201156,2018,1985-06-01,USA,6-7,210,2007,1,16,N
1219,Keenan Evans,1610612765,1629037,2018,1996-08-23,USA,,,Undrafted,Undrafted,Undrafted,N
1220,Jaylen Morris,1610612749,1628537,2018,1995-09-19,USA,6-5,185,Undrafted,Undrafted,Undrafted,N
1221,Okaro White,1610612764,1627855,2018,1992-08-13,USA,6-8,205,Undrafted,Undrafted,Undrafted,N
1228,Zach Lofton,1610612765,1629155,2018,1992-11-18,USA,6-4,180,Undrafted,Undrafted,Undrafted,N
1229,George King,1610612756,1628994,2018,1994-01-15,USA,6-6,220,2018,2,59,N
1230,DJ Stephens,1610612763,203474,2018,1990-12-19,USA,6-5,188,Undrafted,Undrafted,Undrafted,N
1235,Ike Anigbogu,1610612754,1628387,2018,1998-10-16,USA,6-10,250,2017,2,47,N
1237,Tyler Davis,1610612760,1629093,2018,1997-05-22,USA,6-10,266,Undrafted,Undrafted,Undrafted,N
1243,JR Smith,1610612739,2747,2018,1985-09-09,USA,6-6,220,2004,1,18,N
1251,Zhou Qi,1610612745,1627753,2018,1996-01-16,China,7-1,210,2016,2,43,N
1253,Luc Mbah a Moute,1610612746,201601,2018,1986-09-09,Cameroon,6-8,230,2008,2,37,N
1255,John Holland,1610612739,204066,2018,1988-11-06,USA,6-5,205,Undrafted,Undrafted,Undrafted,N
1259,Zach Randolph,1610612758,2216,2018,1981-07-16,USA,6-9,250,2001,1,19,N
1261,Cameron Oliver,1610612757,1628419,2018,1996-07-11,USA,6-8,239,Undrafted,Undrafted,Undrafted,N
1262,Chinanu Onuaku,1610612757,1627778,2018,1996-11-01,USA,6-10,245,2016,2,37,N
1267,Billy Preston,1610612739,1629009,2018,1997-10-26,USA,,,Undrafted,Undrafted,Undrafted,N
1269,Travis Wear,1610612747,204037,2018,1990-09-21,USA,6-10,225,Undrafted,Undrafted,Undrafted,N
1270,Jeffrey Carroll,1610612747,1629050,2018,1994-11-06,USA,,,Undrafted,Undrafted,Undrafted,N
1272,Angel Rodriguez,1610612745,1629285,2018,1992-12-05,Puerto Rico,,,Undrafted,Undrafted,Undrafted,N
1273,Tim Bond,1610612745,1629260,2018,1995-09-03,USA,,,Undrafted,Undrafted,Undrafted,N
1275,Markel Crawford,1610612763,1629156,2018,1994-10-22,USA,,,2018,,,N
1277,Doral Moore,1610612763,1629078,2018,1997-01-21,USA,,,2018,,,N
1278,Darius Johnson-Odom,1610612750,203130,2018,1989-09-28,USA,6-2,215,2012,2,55,N
1279,Jonathan Stark,1610612750,1629236,2018,1995-05-23,USA,,,Undrafted,Undrafted,Undrafted,N
1281,Zach Smith,1610612766,1629146,2018,1996-01-05,USA,,,Undrafted,Undrafted,Undrafted,N
1282,Yanyuhang Ding,1610612742,1629142,2018,1993-08-20,China,,,Undrafted,Undrafted,Undrafted,N
1283,Xavier Silas,1610612743,202918,2018,1988-01-22,USA,6-5,205,2011,,,N
1288,Nick Johnson,1610612759,203910,2018,1992-12-22,USA,6-3,202,2014,2,42,N
1289,Braian Angola-Rodas,1610612753,1629132,2018,1994-04-06,Colombia,,,Undrafted,Undrafted,Undrafted,N
1290,Timofey Mozgov,1610612753,202389,2018,1986-07-16,Russia,7-1,275,Undrafted,Undrafted,Undrafted,N
1292,Thomas Robinson,1610612737,203080,2018,1991-03-17,USA,6-10,237,2012,1,5,N
1293,C.J. Anderson,1610612737,1629190,2018,1996-05-10,USA,,,Undrafted,Undrafted,Undrafted,N
1294,Briante Weber,1610612748,1627362,2018,1992-12-29,USA,6-2,165,Undrafted,Undrafted,Undrafted,N
1295,Raphiael Putney,1610612748,204192,2018,1990-04-21,USA,,,Undrafted,Undrafted,Undrafted,N
1296,Rodney Purvis,1610612748,1628681,2018,1994-02-14,USA,6-4,205,Undrafted,Undrafted,Undrafted,N
1297,Jarnell Stokes,1610612748,203950,2018,1994-01-07,USA,6-9,255,2014,2,35,N
1298,Jeffrey Coby,1610612752,1629352,2018,1994-02-04,USA,,,Undrafted,Undrafted,Undrafted,N
1301,Jairus Lyles,1610612762,1629131,2018,1995-07-06,USA,,,Undrafted,Undrafted,Undrafted,N
1302,Isaiah Cousins,1610612762,1627766,2018,1994-03-13,USA,,,2016,2,59,N
1303,Isaac Haas,1610612762,1629036,2018,1995-10-02,USA,,,2018,,,N
1304,Kay Felder,1610612761,1627770,2018,1995-03-29,USA,5-9,176,2016,2,54,N
1307,Jarrett Jack,1610612740,101127,2018,1983-10-28,USA,6-3,200,2005,1,22,N
1308,Alexis Ajinca,1610612740,201582,2018,1988-05-06,France,7-2,248,2008,1,20,N
1309,Garlon Green,1610612740,203629,2018,1991-01-11,,,,Undrafted,Undrafted,Undrafted,N
1310,Brandon McCoy,1610612740,1629000,2018,1998-06-11,USA,,,Undrafted,Undrafted,Undrafted,N
1311,Darius Morris,1610612740,202721,2018,1991-01-03,USA,6-4,195,2011,2,41,N
1313,DeAndre Liggins,1610612748,202732,2018,1988-03-31,USA,6-6,209,2011,2,53,N
1314,Charles Cooke,1610612748,1628429,2018,1994-07-01,USA,6-5,196,Undrafted,Undrafted,Undrafted,N
1316,Will Cherry,1610612744,203805,2018,1991-02-08,USA,,,Undrafted,Undrafted,Undrafted,N
1319,Elijah Stewart,1610612754,1629136,2018,1995-11-14,USA,,,Undrafted,Undrafted,Undrafted,N
1320,Ben Moore,1610612754,1628500,2018,1995-05-13,USA,6-8,220,Undrafted,Undrafted,Undrafted,N
1321,Omari Johnson,1610612754,204179,2018,1989-05-26,Jamaica,6-9,220,Undrafted,Undrafted,Undrafted,N
1324,Josh Huestis,1610612759,203962,2018,1991-12-19,USA,6-7,230,2014,1,29,N
1327,Nuni Omot,1610612751,1629245,2018,1994-10-03,Kenya,,,Undrafted,Undrafted,Undrafted,N
1328,Lavoy Allen,1610612764,202730,2018,1989-02-04,USA,6-9,260,2011,2,50,N
1330,Tiwian Kendley,1610612764,1629186,2018,1995-03-26,USA,,,Undrafted,Undrafted,Undrafted,N
1332,Johnny Hamilton,1610612765,1629148,2018,1994-02-03,USA,,,Undrafted,Undrafted,Undrafted,N
1334,Donald Sloan,1610612743,202388,2018,1988-01-15,USA,6-3,205,Undrafted,Undrafted,Undrafted,N
1337,Desi Rodriguez,1610612746,1629184,2018,1996-03-23,USA,,,2018,,,N
1338,Shabazz Muhammad,1610612749,203498,2018,1992-11-13,USA,6-6,221,2013,1,14,N
1340,KJ McDaniels,1610612760,203909,2018,1993-02-09,USA,6-6,205,2014,2,32,N
1341,Bryce Alford,1610612760,1628576,2018,1995-01-18,USA,,,Undrafted,Undrafted,Undrafted,N
1344,Codi Miller-McIntyre,1610612742,1629149,2018,1994-06-01,USA,,,Undrafted,Undrafted,Undrafted,N
1345,Emeka Okafor,1610612755,2731,2018,1982-09-28,USA,6-10,255,2004,1,2,N
1346,Anthony Brown,1610612755,1626148,2018,1992-10-10,USA,6-7,224,2015,2,34,N
1349,Omer Asik,1610612741,201600,2018,1986-07-04,Turkey,7-0,255,2008,2,36,N
1351,Jaylen Barford,1610612766,1628965,2018,1996-01-23,USA,,,Undrafted,Undrafted,Undrafted,N
1352,Isaiah Wilkins,1610612766,1629145,2018,1995-09-23,USA,,,Undrafted,Undrafted,Undrafted,N
1354,Levi Randolph,1610612739,1626260,2018,1992-10-03,USA,,,2015,,,N
1355,Darrell Arthur,1610612756,201589,2018,1988-03-25,USA,6-9,235,2008,1,27,N
1356,Rob Gray,1610612745,1629154,2018,1994-04-03,USA,,,Undrafted,Undrafted,Undrafted,N
1358,Ismaila Kane,1610612763,1629226,2018,1997-11-13,Senegal,,,Undrafted,Undrafted,Undrafted,N
1359,Joel Berry II,1610612747,1629137,2018,1995-04-01,USA,,,2018,,,N
1361,Marcus Georges-Hunt,1610612738,1627875,2018,1994-03-28,USA,6-5,226,Undrafted,Undrafted,Undrafted,N
1362,Jeff Roberson,1610612738,1629166,2018,1996-08-20,USA,,,2018,,,N
1363,Nick King,1610612738,1629165,2018,1995-08-05,USA,,,Undrafted,Undrafted,Undrafted,N
1364,Jabari Bird,1610612738,1628444,2018,1994-07-03,USA,6-6,198,2017,2,56,N
1365,Chris McCullough,1610612765,1626191,2018,1995-02-05,USA,6-9,215,2015,1,29,N
1366,Jamel Artis,1610612758,1628503,2018,1993-01-12,USA,6-7,213,Undrafted,Undrafted,Undrafted,N
1367,Cole Aldrich,1610612737,202332,2018,1988-10-31,USA,6-11,253,2010,1,11,N
1368,Malik Newman,1610612748,1629005,2018,1997-02-21,USA,6-3,190,2018,,,N
1369,Tyrius Walker,1610612752,1629246,2018,1995-12-28,USA,,,Undrafted,Undrafted,Undrafted,N
1370,Marcus Lee,1610612748,1629159,2018,1994-09-14,USA,,,2018,,,N
1371,Trey Lewis,1610612762,1629163,2018,1992-10-18,USA,,,Undrafted,Undrafted,Undrafted,N
1373,Justin Bibbs,1610612738,1629167,2018,1996-01-14,USA,,,2018,,,N
1383,David West,1610612744,2561,2017,1980-08-29,USA,6-9,250,2003,1,18,N
1409,Tarik Black,1610612745,204028,2017,1991-11-22,USA,6-9,250,Undrafted,Undrafted,Undrafted,N
1410,Aaron Jackson,1610612745,1628935,2017,1986-05-06,USA,6-3,183,Undrafted,Undrafted,Undrafted,N
1414,Kendrick Perkins,1610612739,2570,2017,1984-11-10,USA,6-10,270,2003,1,27,N
1422,Shane Larkin,1610612738,203499,2017,1992-10-02,USA,5-11,175,2013,1,18,N
1461,Jordan Crawford,1610612740,202348,2017,1988-10-23,USA,6-5,195,2010,1,27,N
1475,Lucas Nogueira,1610612761,203512,2017,1992-07-26,Brazil,7-0,220,2013,1,16,N
1488,Trevor Booker,1610612754,202344,2017,1987-11-25,USA,6-8,228,2010,1,23,N
1489,Al Jefferson,1610612754,2744,2017,1985-01-04,USA,6-10,280,2004,1,15,N
1492,Joe Young,1610612754,1626202,2017,1992-06-27,USA,6-2,185,2015,2,43,N
1502,Jason Terry,1610612749,1891,2017,1977-09-15,USA,6-2,185,1999,1,10,N
1505,Brandon Jennings,1610612749,201943,2017,1989-09-23,USA,6-1,170,2009,1,10,N
1514,Ty Lawson,1610612764,201951,2017,1987-11-03,USA,5-11,195,2009,1,18,N
1517,Ramon Sessions,1610612764,201196,2017,1986-04-11,USA,6-3,190,2007,2,56,N
1529,Nick Collison,1610612760,2555,2017,1980-10-26,USA,6-10,255,2003,1,12,N
1531,Dakari Johnson,1610612760,1626177,2017,1995-09-22,USA,7-0,255,2015,2,48,N
1545,Aaron Brooks,1610612750,201166,2017,1985-01-14,USA,6-0,161,2007,1,26,N
1561,Luke Babbitt,1610612748,202337,2017,1989-06-20,USA,6-9,225,2010,1,16,N
1569,Manu Ginobili,1610612759,1938,2017,1977-07-28,Argentina,6-6,205,1999,2,57,N
1575,Joffrey Lauvergne,1610612759,203530,2017,1991-09-30,France,6-11,260,2013,2,55,N
1592,Brandon Paul,1610612759,203464,2017,1991-04-30,USA,6-4,200,Undrafted,Undrafted,Undrafted,N
1607,Richard Jefferson,1610612743,2210,2017,1980-06-21,USA,6-7,233,2001,1,13,N
1616,Jack Cooley,1610612758,204022,2017,1991-04-12,USA,6-10,274,Undrafted,Undrafted,Undrafted,N
1617,Nigel Hayes,1610612758,1628502,2017,1994-12-16,USA,6-7,254,Undrafted,Undrafted,Undrafted,N
1631,Tyler Ennis,1610612747,203898,2017,1994-08-24,Canada,6-3,194,2014,1,18,N
1655,Mario Chalmers,1610612763,201596,2017,1986-05-19,USA,6-2,190,2008,2,34,N
1674,Dwight Buycks,1610612765,202779,2017,1989-03-06,USA,6-3,190,Undrafted,Undrafted,Undrafted,N
1675,Jameer Nelson,1610612765,2749,2017,1982-02-09,USA,6-0,190,2004,1,20,N
1679,Sean Kilpatrick,1610612741,203930,2017,1990-01-06,USA,6-4,212,Undrafted,Undrafted,Undrafted,N
1695,Arron Afflalo,1610612753,201167,2017,1985-10-15,USA,6-5,210,2007,1,27,N
1700,Marreese Speights,1610612753,201578,2017,1987-08-04,USA,6-10,255,2008,1,16,N
1724,James Webb III,1610612751,1627821,2017,1993-08-19,USA,6-9,202,2016,,,N
